,Username,Name,Country,Prize,Year
25,Warden,Matt Dickens,United States,"$32,965.00",2006
26,sunman,Justin Summy,United States,"$32,965.00",2006
27,cArn,Patrik Sättermon,Sweden,"$32,495.22",2006
28,dsn,Harley Örwall,Sweden,"$32,495.22",2006
29,Cooller,Anton Singov,Russian Federation,"$31,200.78",2006
30,chompr,Wesley Cwiklo,United States,"$31,000.00",2006
31,Ken,Ken Hoang,United States,"$30,086.00",2006
32,Sweet,"Chun, Jung Hee","Korea, Republic of","$29,958.80",2006
33,Nal_rA,"Kang, Min","Korea, Republic of","$29,131.76",2006
34,Midas,"Jun, Sang Wook","Korea, Republic of","$28,701.88",2006
35,Fonzi,Alfonso Chartier,United States,"$27,800.00",2006
36,zet,Marcus Sundström,Sweden,"$27,735.51",2006
37,Lucifer,"Noh, Jae Wook","Korea, Republic of","$27,591.34",2006
38,mooN,Jan Stolle,Germany,"$27,202.51",2006
39,CHEF-KOCH,David Nagel,Germany,"$27,202.51",2006
40,ins,Oskar Holm,Sweden,"$26,626.75",2006
41,JJu,"Byun, Eun Jong","Korea, Republic of","$25,980.43",2006
42,Kapio,Navid Javadi,Germany,"$25,854.31",2006
43,Rambo,Ronald Kim,United States,"$25,258.33",2006
44,method,Michael So,United States,"$25,058.33",2006
45,SeleCT,"Ryoo, Kyung Hyun","Korea, Republic of","$25,000.00",2006
46,Volcano,Salvatore Garozzo,United States,"$24,598.33",2006
47,sakula,"Wo, Renbo",China,"$24,448.34",2006
48,Foulacy,Peter Dietrich,United States,"$24,425.00",2006
49,alex,"Bian, Zheng Wei",China,"$24,257.60",2006
50,Jungle,"Yang, Kefei",China,"$24,257.60",2006
51,socrates,Jason Sylka,United States,"$24,000.00",2006
52,stermy,Alessandro Avallone,Italy,"$23,500.00",2006
53,July,"Park, Sung Joon","Korea, Republic of","$23,495.12",2006
54,Deadman,Andrey Sobolev,Russian Federation,"$23,344.95",2006
55,Tsquared,Tom Taylor,United States,"$23,175.00",2006
56,RobbaN,Robert Dahlström,Sweden,"$22,801.00",2006
57,walle,Dennis Wallenberg,Sweden,"$22,801.00",2006
58,Ztrider,Alex Ingarv,Sweden,"$22,723.91",2006
59,Reach,"Park, Jung Suk","Korea, Republic of","$22,209.42",2006
60,PC Chris,Chris Szygiel,United States,"$21,925.00",2006
61,BoxeR,"Lim, Yo Hwan","Korea, Republic of","$21,896.91",2006
62,Strongside,Michael Cavanaugh,United States,"$21,600.00",2006
63,Anytime,"Jong, Oh Yeong","Korea, Republic of","$21,378.83",2006
64,SpawN,Abdisamad Mohamed,Sweden,"$21,236.81",2006
65,Dominator,Josh Sievers,United States,"$20,768.33",2006
66,Jibo,"Fan, Zhibo",China,"$20,734.38",2006
67,Cpt Anarchy,Carlos Morales,United States,"$20,650.00",2006
68,neo,Filip Kubski,Poland,"$20,001.33",2006
69,TaZ,Wiktor Wojtas,Poland,"$20,001.33",2006
70,LUq,Łukasz Wnęk,Poland,"$20,001.33",2006
71,Driesje,Andries Smit,Netherlands,"$20,000.00",2006
72,Sandder,Sander Kuusik,Estonia,"$20,000.00",2006
73,Maximus,Sean Heffelfinger,United States,"$20,000.00",2006
74,Fatal1ty,Johnathan Wendel,United States,"$19,892.26",2006
75,shaGuar,Griffin Benger,Canada,"$19,498.33",2006
76,YellOw,"Hong, Jin-Ho","Korea, Republic of","$19,181.31",2006
77,miou,Daniel Holthuis,Germany,"$19,117.90",2006
78,Loord,Mariusz Cybulski,Poland,"$18,757.46",2006
79,hero,Daniel Schellhase,Germany,"$18,685.34",2006
80,Alan,Alan Enileev,Russian Federation,"$18,000.00",2006
81,kuben,Jakub Gurczyński,Poland,"$17,331.38",2006
82,LeX,Alexey Kolesnikov,Russian Federation,"$16,727.56",2006
83,tK,"Ma, Min Woo Xing Ju",China,"$16,708.60",2006
84,mikk,Jiang Pu,China,"$16,708.60",2006
85,elemeNt,Ola Moum,Norway,"$16,669.75",2006
86,silver,Tim Hochgrebe,Germany,"$16,450.63",2006
87,hooch,Dmitri Bogdanov,Russian Federation,"$16,347.23",2006
88,F_1N,Ivan Kochugov,Russian Federation,"$16,088.33",2006
89,tixo,Manuel Makohl,Germany,"$15,813.01",2006
90,Cypher,Alexei Yanushevsky,Belarus,"$15,661.95",2006
91,Offbeat_Ninja,Ryan Ward,Canada,"$15,600.00",2006
92,Isai,Isai Alvarado,United States,"$15,525.00",2006
93,fox,Magnus Olsson,Sweden,"$15,458.22",2006
94,roman,Roman Ausserdorfer,Germany,"$15,358.27",2006
95,Roman R.,Roman Reinhardt,Germany,"$15,036.40",2006
96,Blizzard,Christian Chmiel,Germany,"$15,036.40",2006
97,fleks,Martin Wehrmann,Germany,"$15,036.40",2006
98,Moto,Dave Geffon,United States,"$15,033.33",2006
99,czm,Paul Nelson,United States,"$15,000.00",2006
0,Moon,"Jang, Jae Ho","Korea, Republic of","$172,607.13",2007
1,Bisu,"Kim, Taek Yong","Korea, Republic of","$144,250.49",2007
2,sAviOr,"Ma, Jae Yoon","Korea, Republic of","$128,546.23",2007
3,ProblemWright,Eric Wright,United States,"$100,000.00",2007
4,DaSecret,Billy Wolf,United States,"$100,000.00",2007
5,Black Mamba,Jeremy Florence,United States,"$87,000.00",2007
6,OGRE2,Tom Ryan,United States,"$82,149.03",2007
7,Stork,"Song, Byung Goo","Korea, Republic of","$76,172.70",2007
8,Strongside,Michael Cavanaugh,United States,"$69,522.99",2007
9,Jaedong,"Lee, Jae Dong","Korea, Republic of","$65,028.98",2007
10,ToD,Yoan Merlo,France,"$57,637.94",2007
11,chompr,Wesley Cwiklo,United States,"$57,500.00",2007
12,NaDa,"Lee, Yoon Yeol","Korea, Republic of","$56,257.29",2007
13,Mind,"Park, Sung Gyoon","Korea, Republic of","$54,493.84",2007
14,ReMinD,"Kim, Sung Sik","Korea, Republic of","$53,774.72",2007
15,Lyn,"Park, Joon","Korea, Republic of","$53,121.26",2007
16,Creolophus,Olav Undheim,Norway,"$52,729.73",2007
17,JaSoN-X,Jason Exelby,United States,"$52,500.00",2007
18,iamgrunt,"Kang, Byung Geon","Korea, Republic of","$52,000.00",2007
19,Walshy,David Walsh,United States,"$51,869.97",2007
20,OGRE1,Dan Ryan,United States,"$51,349.03",2007
21,shaGuar,Griffin Benger,Canada,"$50,700.00",2007
22,tr1p,Corey Dodd,United States,"$50,700.00",2007
23,Grt,Garett Bambrough,Canada,"$50,700.00",2007
24,bl00dsh0t,Matt Stevenson,Canada,"$50,700.00",2007
25,LaRi,Pasha Lari,Canada,"$50,700.00",2007
26,anomaly,Andrew Brock,Canada,"$50,000.00",2007
27,Kasumi Chan,Marjorie Bartell,United States,"$50,000.00",2007
28,GGPlay,"Kim, Joon Yung","Korea, Republic of","$47,953.72",2007
29,Sky,"Li, Xiaofeng",China,"$43,429.62",2007
30,Hwasin,"Jin, Yung Soo","Korea, Republic of","$40,665.86",2007
31,Iris,"Byun, Hyung Tae","Korea, Republic of","$39,259.21",2007
32,Toxjq,Johan Quick,Sweden,"$39,000.00",2007
33,Grubby,Manuel Schenkhuizen,Netherlands,"$37,934.33",2007
34,Neighbor,Mason Cobb,United States,"$33,274.51",2007
35,Legit,Bryan Rizzo,United States,"$30,404.31",2007
36,Karma,Ben Jackson,United States,"$30,297.26",2007
37,GH057ayame,Eric Hewitt,United States,"$30,137.26",2007
38,ShockWav3,Chris Smith,United States,"$30,137.26",2007
39,Gandhi,Scott Lussier,United States,"$30,137.26",2007
40,neo,Filip Kubski,Poland,"$29,117.61",2007
41,TaZ,Wiktor Wojtas,Poland,"$29,117.61",2007
42,LUq,Łukasz Wnęk,Poland,"$29,117.61",2007
43,f0rest,Patrik Lindberg,Sweden,"$26,396.74",2007
44,dsn,Harley Örwall,Sweden,"$26,396.74",2007
45,Archi,Oscar Torgersen,Sweden,"$26,396.74",2007
46,ins,Oskar Holm,Sweden,"$26,396.74",2007
47,Elamite,Kyle Elam,United States,"$26,074.51",2007
48,Kintt,Nathan Quinn,United States,"$26,058.33",2007
49,Malice,Greg Risselada,United States,"$26,058.33",2007
50,cArn,Patrik Sättermon,Sweden,"$25,779.97",2007
51,Loord,Mariusz Cybulski,Poland,"$25,014.80",2007
52,kuben,Jakub Gurczyński,Poland,"$25,014.80",2007
53,Naded,Brett Leonard,United States,"$24,533.81",2007
54,hero,Daniel Schellhase,Germany,"$24,111.52",2007
55,av3k,Maciej Krzykowski,Poland,"$23,950.00",2007
56,Nitrana,Mason Groendal,United States,"$23,058.33",2007
57,FoV,"Cho, Dae Hui","Korea, Republic of","$22,189.38",2007
58,HasuObs,Dennis Schneider,Germany,"$22,042.73",2007
59,HoT,Mykhaylo Novopashyn,Ukraine,"$22,020.29",2007
60,Tsquared,Tom Taylor,United States,"$21,674.51",2007
61,WinNerS,"Kim, Jin Woo","Korea, Republic of","$21,087.15",2007
62,zonic,Danny Sørensen,Denmark,"$20,712.34",2007
63,mJe,Muhamed Eid,Denmark,"$20,712.34",2007
64,hpx,Brian Christensen,Denmark,"$20,712.34",2007
65,Lucifer,"Noh, Jae Wook","Korea, Republic of","$20,165.24",2007
66,Nal_rA,"Kang, Min","Korea, Republic of","$20,070.63",2007
67,SoJu,"Lee, Seong Deok","Korea, Republic of","$19,680.03",2007
68,ave,Alexander Holdt,Denmark,"$18,875.23",2007
69,Masternook,Mark Torrez,United States,"$17,800.00",2007
70,daffsta,Chad White,United States,"$17,800.00",2007
71,s0nNy,Hoang Tran,United States,"$17,800.00",2007
72,JangBi,"Heo, Yeong Moo","Korea, Republic of","$17,731.72",2007
73,Victory X,Cameron Thorlakson,United States,"$17,405.89",2007
74,SK,Justin Mann,United States,"$17,405.89",2007
75,LeX,Alexey Kolesnikov,Russian Federation,"$16,868.19",2007
76,Sally,Viktor Filimonchenko,Russian Federation,"$16,868.19",2007
77,Devour,Sam Chamma,United States,"$16,800.00",2007
78,FirebatHero,"Lee, Sung Eun","Korea, Republic of","$16,377.47",2007
79,tRONic,Fredrik Håkansson,Sweden,"$16,000.00",2007
80,Handewasser,Wouter van Someren,Netherlands,"$15,995.39",2007
81,roman,Roman Ausserdorfer,Germany,"$15,930.38",2007
82,mooN,Jan Stolle,Germany,"$15,930.38",2007
83,paN,Benjamin von Mulert,Germany,"$15,930.38",2007
84,DaHanG,Tim Fogarty,United States,"$15,800.00",2007
85,Soviet,Dmitriy Gulyan,United States,"$15,680.00",2007
86,Mackeo,Joseph Reinhart,United States,"$15,680.00",2007
87,Sunde,Christoffer Sunde,Denmark,"$15,447.41",2007
88,fox,Magnus Olsson,Sweden,"$15,200.00",2007
89,Sweet,"Chun, Jung Hee","Korea, Republic of","$15,191.33",2007
90,Mystik,Katherine Gunn,United States,"$15,000.00",2007
91,Offbeat_Ninja,Ryan Ward,Canada,"$15,000.00",2007
92,PhantoM,Joe Tackett,United States,"$15,000.00",2007
93,ReX,Brent Dimapilis,United States,"$15,000.00",2007
94,Elusive,Adam Messner,United States,"$15,000.00",2007
95,peekay,Nicholas DePalmer,United States,"$15,000.00",2007
96,HaRts,Michael Zanatta,France,"$14,964.24",2007
97,ioRek,Jeremy Vuillermet,France,"$14,964.24",2007
98,R!Go,Mathieu Bridet,France,"$14,964.24",2007
99,MaT,Mathieu Leber,France,"$14,964.24",2007
0,Jaedong,"Lee, Jae Dong","Korea, Republic of","$130,494.95",2008
1,Lyn,"Park, Joon","Korea, Republic of","$106,987.13",2008
2,Young Nephew,Anthony Brinson,United States,"$100,000.00",2008
3,Stork,"Song, Byung Goo","Korea, Republic of","$96,808.25",2008
4,Elamite,Kyle Elam,United States,"$92,000.00",2008
5,Flash,"Lee, Young Ho","Korea, Republic of","$89,911.00",2008
6,Moon,"Jang, Jae Ho","Korea, Republic of","$76,632.53",2008
7,fOrGG,"Park, Ji Soo","Korea, Republic of","$71,798.66",2008
8,Daveyskills,David Kelly,United Kingdom,"$62,500.00",2008
9,Picaso,Dean Sutton,United Kingdom,"$62,500.00",2008
10,wilzOOO,James Wilson,United Kingdom,"$58,352.74",2008
11,Mangiacapra,Marc Mangiacapra,United Kingdom,"$58,214.77",2008
12,RattlesnK,Sam Gawn,United Kingdom,"$58,214.77",2008
13,pt,Pete Wright,United Kingdom,"$58,214.77",2008
14,Bisu,"Kim, Taek Yong","Korea, Republic of","$57,621.09",2008
15,wEZ,Elliot Welsh,United Kingdom,"$56,230.14",2008
16,Grubby,Manuel Schenkhuizen,Netherlands,"$51,610.11",2008
17,Bazza,Michael Barrett,United Kingdom,"$50,000.00",2008
18,Messy,"Deng, Ming Zhi",United Kingdom,"$50,000.00",2008
19,Sarah Lou,Sarah Harrison,United Kingdom,"$50,000.00",2008
20,July,"Park, Sung Joon","Korea, Republic of","$45,847.36",2008
21,Hypno,Gaspar Machado,Portugal,"$42,520.51",2008
22,Legit,Bryan Rizzo,United States,"$42,000.00",2008
23,Tsquared,Tom Taylor,United States,"$42,000.00",2008
24,Sky,"Li, Xiaofeng",China,"$41,935.90",2008
25,Snipedown,Eric Wrona,United States,"$41,500.00",2008
26,Infi,"Wang, Xu Wen",China,"$38,312.71",2008
27,Inflame,Patrick Costales,Germany,"$37,000.00",2008
28,Jagad,Henrik Dahl,Sweden,"$35,000.00",2008
29,Paperkat,Luis Di Centa,United Kingdom,"$34,000.00",2008
30,Redhot,Mike Tyrrell,United Kingdom,"$34,000.00",2008
31,zonic,Danny Sørensen,Denmark,"$33,887.05",2008
32,ave,Alexander Holdt,Denmark,"$33,887.05",2008
33,whiMp,Jonas Svendsen,Denmark,"$32,750.08",2008
34,mJe,Muhamed Eid,Denmark,"$32,427.07",2008
35,sAviOr,"Ma, Jae Yoon","Korea, Republic of","$32,313.51",2008
36,Luxury,"Park, Chan Soo","Korea, Republic of","$32,196.48",2008
37,Sunde,Christoffer Sunde,Denmark,"$31,708.03",2008
38,gob b,Fatih Dayik,Germany,"$30,994.54",2008
39,Kapio,Navid Javadi,Germany,"$30,994.54",2008
40,gore,Franz Burghardt,Austria,"$30,994.54",2008
41,tixo,Manuel Makohl,Germany,"$30,994.54",2008
42,cyx,Antonio Daniloski,Germany,"$30,994.54",2008
43,f0rest,Patrik Lindberg,Sweden,"$30,351.16",2008
44,cArn,Patrik Sättermon,Sweden,"$30,351.16",2008
45,dsn,Harley Örwall,Sweden,"$30,351.16",2008
46,BackHo,"Son, Chan Woong","Korea, Republic of","$29,234.44",2008
47,BeSt,"Doh, Jae Wook","Korea, Republic of","$28,537.03",2008
48,Tentpole,Kristoffer Nordlund,Sweden,"$28,128.71",2008
49,allen,Jimmy Allen,Sweden,"$28,128.71",2008
50,Kal,"Kim, Ku Hyun","Korea, Republic of","$27,278.14",2008
51,JangBi,"Heo, Yeong Moo","Korea, Republic of","$27,216.00",2008
52,Lunchbox,Jason Brown,United States,"$26,000.00",2008
53,Roy,Justin Brown,United States,"$26,000.00",2008
54,Archi,Oscar Torgersen,Sweden,"$25,918.96",2008
55,ins,Oskar Holm,Sweden,"$25,918.96",2008
56,Walshy,David Walsh,United States,"$25,500.00",2008
57,4 Glory,Marc-Andre Messier,Canada,"$25,000.00",2008
58,ToD,Yoan Merlo,France,"$24,074.64",2008
59,RobbaN,Robert Dahlström,Sweden,"$23,696.52",2008
60,walle,Dennis Wallenberg,Sweden,"$23,696.52",2008
61,Lomo,"Son, Ju Heung","Korea, Republic of","$23,514.60",2008
62,Fly100%,"Lu, Weiliang",China,"$22,809.84",2008
63,TeD,Zhuo Zeng,China,"$22,169.43",2008
64,Cypher,Alexei Yanushevsky,Belarus,"$22,002.37",2008
65,Solo,"Kang, Kun-chul","Korea, Republic of","$21,188.10",2008
66,Termi,"Pyun, Sun-Ho","Korea, Republic of","$21,188.10",2008
67,bail,"Lee, Sung Jae","Korea, Republic of","$21,188.10",2008
68,hee,"Park, Jin Hee","Korea, Republic of","$21,188.10",2008
69,ari,"Jung, Su Young","Korea, Republic of","$21,188.10",2008
70,neo,Filip Kubski,Poland,"$20,681.03",2008
71,TaZ,Wiktor Wojtas,Poland,"$20,681.03",2008
72,Loord,Mariusz Cybulski,Poland,"$20,681.03",2008
73,LUq,Łukasz Wnęk,Poland,"$20,681.03",2008
74,kuben,Jakub Gurczyński,Poland,"$20,064.35",2008
75,Neighbor,Mason Cobb,United States,"$20,000.00",2008
76,Herzex,Alfonso Ramos,Spain,"$20,000.00",2008
77,Shuttle,"Kim, Yoon Joong","Korea, Republic of","$19,862.91",2008
78,Hafu,Rumay Wang,United States,"$19,700.00",2008
79,Soviet,Dmitriy Gulyan,United States,"$19,700.00",2008
80,Glick,Alexander Hloderwski,United States,"$19,700.00",2008
81,XlorD,Daniel Spenst,Germany,"$19,684.93",2008
82,NaDa,"Lee, Yoon Yeol","Korea, Republic of","$19,248.56",2008
83,Hysteria,Jacob Reiser,United States,"$19,100.00",2008
84,FearItSelf,Justin Kats,United States,"$19,100.00",2008
85,SK,Justin Mann,United States,"$19,100.00",2008
86,Rhaegyn,Andrew Miller,United States,"$18,500.00",2008
87,Anytime,"Jong, Oh Yeong","Korea, Republic of","$17,945.84",2008
88,Happy,Dmitry Kostin,Russian Federation,"$17,706.44",2008
89,Falcon,Víctor Sánchez,Spain,"$17,600.00",2008
90,Siler,Javier Dobón,Spain,"$17,600.00",2008
91,Souler,Néstor García,Spain,"$17,600.00",2008
92,OGRE2,Tom Ryan,United States,"$17,500.00",2008
93,OGRE1,Dan Ryan,United States,"$17,500.00",2008
94,Strongside,Michael Cavanaugh,United States,"$17,500.00",2008
95,WhO,"Chang, Du Seop","Korea, Republic of","$17,371.75",2008
96,TH000,"Huang, Xiang",China,"$17,345.53",2008
97,Hax,Stefan Bedford,Australia,"$17,000.00",2008
98,mOE,Mohamad Assad,United States,"$16,700.00",2008
99,Warmach1ne,Laurent Keoula,United States,"$16,700.00",2008
0,Jaedong,"Lee, Jae Dong","Korea, Republic of","$86,265.66",2009
1,Flash,"Lee, Young Ho","Korea, Republic of","$57,960.58",2009
2,Lyn,"Park, Joon","Korea, Republic of","$53,673.75",2009
3,Fly100%,"Lu, Weiliang",China,"$48,720.32",2009
4,Calm,"Kim, Yoon Hwan","Korea, Republic of","$46,038.40",2009
5,Sky,"Li, Xiaofeng",China,"$45,838.07",2009
6,Bisu,"Kim, Taek Yong","Korea, Republic of","$41,708.81",2009
7,Grubby,Manuel Schenkhuizen,Netherlands,"$40,950.53",2009
8,GeT_RiGhT,Christopher Alesund,Sweden,"$40,028.85",2009
9,Luxury,"Park, Chan Soo","Korea, Republic of","$38,702.98",2009
10,EffOrt,"Kim, Jung Woo","Korea, Republic of","$37,635.48",2009
11,cArn,Patrik Sättermon,Sweden,"$37,401.31",2009
12,f0rest,Patrik Lindberg,Sweden,"$36,254.01",2009
13,dsn,Harley Örwall,Sweden,"$36,254.01",2009
14,Gux,Rasmus Ståhl,Sweden,"$34,434.02",2009
15,Infi,"Wang, Xu Wen",China,"$28,957.57",2009
16,Valrath,David Kovacs,United States,"$27,000.00",2009
17,Veex,Bennett Lynch,United States,"$27,000.00",2009
18,Zilea,Fabian Siffredi,United States,"$27,000.00",2009
19,JangBi,"Heo, Yeong Moo","Korea, Republic of","$25,591.67",2009
20,sAviOr,"Ma, Jae Yoon","Korea, Republic of","$23,651.25",2009
21,FanTaSy,"Jung, Myung Hoon","Korea, Republic of","$22,846.90",2009
22,Stork,"Song, Byung Goo","Korea, Republic of","$22,088.88",2009
23,neo,Filip Kubski,Poland,"$21,801.15",2009
24,Kwanro,"Han, Sang Bong","Korea, Republic of","$21,648.62",2009
25,Loord,Mariusz Cybulski,Poland,"$21,201.15",2009
26,zonic,Danny Sørensen,Denmark,"$20,970.82",2009
27,TaZ,Wiktor Wojtas,Poland,"$20,801.15",2009
28,kuben,Jakub Gurczyński,Poland,"$20,770.91",2009
29,LUq,Łukasz Wnęk,Poland,"$20,770.91",2009
30,ZerO,"Kim, Myung Woon","Korea, Republic of","$20,552.47",2009
31,ave,Alexander Holdt,Denmark,"$20,194.22",2009
32,Spank,Bruce Grannec,France,"$20,000.00",2009
33,rapha,Shane Hendrixson,United States,"$19,500.00",2009
34,YellOw[ArnC],"Park, Myung Soo","Korea, Republic of","$19,372.65",2009
35,allen,Jimmy Allen,Sweden,"$18,781.69",2009
36,Iris,"Byun, Hyung Tae","Korea, Republic of","$18,674.74",2009
37,walle,Dennis Wallenberg,Sweden,"$18,210.39",2009
38,hero,Daniel Schellhase,Germany,"$18,016.38",2009
39,Pistola,Justin Deese,United States,"$18,000.00",2009
40,Hysteria,Jacob Reiser,United States,"$18,000.00",2009
41,Heinz,Richie Heinz,United States,"$18,000.00",2009
42,SK,Justin Mann,United States,"$18,000.00",2009
43,RobbaN,Robert Dahlström,Sweden,"$17,634.39",2009
44,Sunde,Christoffer Sunde,Denmark,"$16,479.45",2009
45,Mew2King,Jason Zimmerman,United States,"$16,269.00",2009
46,LucifroN,Pedro Moreno Durán,Spain,"$16,065.67",2009
47,kHRYSTAL,Frej Sjöström,Sweden,"$14,845.51",2009
48,Check,"Lee, Hyung Joo","Korea, Republic of","$14,604.43",2009
49,n0thing,Jordan Gilbert,United States,"$14,397.35",2009
50,Storm,Tyler Wood,United States,"$14,397.35",2009
51,fRoD,Danny Montaner,United States,"$14,397.35",2009
52,Moon,"Jang, Jae Ho","Korea, Republic of","$14,051.87",2009
53,Numberone,"Oh, Seoung Ouk","Korea, Republic of","$13,666.67",2009
54,Orangemarmalade,"Kang, Nae Hyun","Korea, Republic of","$13,666.67",2009
55,face,Johan Klasson,Sweden,"$13,328.52",2009
56,Anssi Myllymäki,Anssi Myllymäki,Finland,"$13,000.00",2009
57,zet,Marcus Sundström,Sweden,"$12,803.43",2009
58,Kapio,Navid Javadi,Germany,"$12,676.52",2009
59,tixo,Manuel Makohl,Germany,"$12,676.52",2009
60,cyx,Antonio Daniloski,Germany,"$12,676.52",2009
61,mJe,Muhamed Eid,Denmark,"$12,654.29",2009
62,threat,Björn Pers,Sweden,"$12,227.41",2009
63,lurppis,Tomi Kovanen,Finland,"$12,106.53",2009
64,gob b,Fatih Dayik,Germany,"$12,102.87",2009
65,whiMp,Jonas Svendsen,Denmark,"$11,946.52",2009
66,Orion,"Kwun, Soo Hyun","Korea, Republic of","$11,701.96",2009
67,Coilmaster,"Cha, Soon Jae","Korea, Republic of","$11,666.67",2009
68,Kamiu,"Bae, Jang Hwan","Korea, Republic of","$11,666.67",2009
69,Tsukiyomi,"Lee, Jae Min","Korea, Republic of","$11,666.67",2009
70,Kr0ne,Joshua Begehr,Germany,"$11,597.73",2009
71,TH000,"Huang, Xiang",China,"$11,511.43",2009
72,trace,Martin Heldt,Denmark,"$11,072.19",2009
73,Snipedown,Eric Wrona,United States,"$10,800.00",2009
74,Elamite,Kyle Elam,United States,"$10,800.00",2009
75,Legit,Bryan Rizzo,United States,"$10,800.00",2009
76,Tsquared,Tom Taylor,United States,"$10,800.00",2009
77,SocceR,"Yoon, Deok Man","Korea, Republic of","$10,766.01",2009
78,Warden,Matt Dickens,United States,"$10,397.35",2009
79,sKyHigh,"Jo, Byung Se","Korea, Republic of","$10,120.08",2009
80,DK,"Choi, Dong Hoon","Korea, Republic of","$10,000.00",2009
81,Mango,Joseph Marquez,United States,"$9,965.05",2009
82,July,"Park, Sung Joon","Korea, Republic of","$9,878.36",2009
83,TeD,Zhuo Zeng,China,"$9,813.15",2009
84,Realz,Ryan Masterson,United States,"$9,666.67",2009
85,Tentpole,Kristoffer Nordlund,Sweden,"$9,564.99",2009
86,Solo,"Kang, Kun-chul","Korea, Republic of","$9,485.18",2009
87,Termi,"Pyun, Sun-Ho","Korea, Republic of","$9,485.18",2009
88,bail,"Lee, Sung Jae","Korea, Republic of","$9,485.18",2009
89,KarjeN,Jesper Karjalainen,Sweden,"$9,299.06",2009
90,Hwasin,"Jin, Yung Soo","Korea, Republic of","$9,130.54",2009
91,Free,"Yoon, Yong Tae","Korea, Republic of","$9,127.14",2009
92,IdrA,Greg Fields,United States,"$9,003.96",2009
93,Walshy,David Walsh,United States,"$9,000.00",2009
94,Shota Yasooka,Shota Yasooka,Japan,"$9,000.00",2009
95,approx,Manuel Zeitz,Germany,"$8,782.98",2009
96,PJ,"Sha, Jun Chun",China,"$8,777.72",2009
97,Spart1e,Sebastian Siira,Sweden,"$8,731.42",2009
98,FrostBeule,Kalle Videkull,Sweden,"$8,673.67",2009
99,savage,"Liu, Bin",China,"$8,356.35",2009
0,Flash,"Lee, Young Ho","Korea, Republic of","$194,924.30",2010
1,Mystik,Katherine Gunn,United States,"$100,000.00",2010
2,applesauce,Mark Smith,United States,"$100,000.00",2010
3,Jaedong,"Lee, Jae Dong","Korea, Republic of","$98,019.82",2010
4,FruitDealer,"Kim, Won Ki","Korea, Republic of","$92,393.59",2010
5,NesTea,"Lim, Jae Duk","Korea, Republic of","$92,376.61",2010
6,MC,"Jang, Min Chul","Korea, Republic of","$89,441.77",2010
7,Cloud,Scott Holste Jr.,United States,"$48,700.00",2010
8,FearItSelf,Justin Kats,United States,"$47,000.00",2010
9,ReMinD,"Kim, Sung Sik","Korea, Republic of","$45,876.82",2010
10,Moon,"Jang, Jae Ho","Korea, Republic of","$44,483.47",2010
11,Pistola,Justin Deese,United States,"$43,700.00",2010
12,OGRE2,Tom Ryan,United States,"$42,000.00",2010
13,Victory X,Cameron Thorlakson,United States,"$42,000.00",2010
14,Edward,Ioann Sukharev,Ukraine,"$41,931.93",2010
15,markeloff,Yegor Markelov,Ukraine,"$41,931.93",2010
16,starix,Sergey Ishuk,Ukraine,"$41,931.93",2010
17,Zeus,Daniil Teslenko,Ukraine,"$41,169.27",2010
18,ceh9,Arseniy Trynozhenko,Ukraine,"$41,169.27",2010
19,EffOrt,"Kim, Jung Woo","Korea, Republic of","$40,396.34",2010
20,Lyn,"Park, Joon","Korea, Republic of","$39,414.59",2010
21,TH000,"Huang, Xiang",China,"$38,404.61",2010
22,RainBOw,"Kim, Sung Je","Korea, Republic of","$35,670.89",2010
23,Maniac,Nick Kershner,United States,"$33,700.00",2010
24,Demon D,Daniel Yakovleff,United States,"$33,700.00",2010
25,MarineKing,"Lee, Jung Hoon","Korea, Republic of","$33,599.81",2010
26,Cypher,Alexei Yanushevsky,Belarus,"$33,344.19",2010
27,Clutch,Weston Price,United States,"$31,000.00",2010
28,rapha,Shane Hendrixson,United States,"$30,988.50",2010
29,Enigmz,Alexis Martin,France,"$30,833.33",2010
30,Lunchbox,Jason Brown,United States,"$30,700.00",2010
31,Roy,Justin Brown,United States,"$30,700.00",2010
32,Fabss,Fabio Nardelli,Italy,"$30,000.00",2010
33,Hrk,Romain Neveu,France,"$30,000.00",2010
34,Genius,"Jung, Min Soo","Korea, Republic of","$29,244.23",2010
35,Infi,"Wang, Xu Wen",China,"$27,895.88",2010
36,BestMan,Nick Johnson,United States,"$27,700.00",2010
37,GeT_RiGhT,Christopher Alesund,Sweden,"$27,529.68",2010
38,Elamite,Kyle Elam,United States,"$27,200.00",2010
39,Rain,"Park, Seo Yong","Korea, Republic of","$26,412.77",2010
40,Grubby,Manuel Schenkhuizen,Netherlands,"$25,867.90",2010
41,Carlos Romão,Carlos Romão,Brazil,"$25,000.00",2010
42,f0rest,Patrik Lindberg,Sweden,"$24,723.39",2010
43,cArn,Patrik Sättermon,Sweden,"$24,723.39",2010
44,dsn,Harley Örwall,Sweden,"$24,723.39",2010
45,Gux,Rasmus Ståhl,Sweden,"$23,013.76",2010
46,Movie,"Jin, Young Hwa","Korea, Republic of","$22,781.75",2010
47,Enable,Ian Wyatt,United States,"$22,200.00",2010
48,Chig,Kyle Lawson,United States,"$20,500.00",2010
49,Soldier187,Marcos Sanchez,United States,"$20,500.00",2010
50,Brat_OK,Pavel Kuznetsov,Russian Federation,"$20,170.43",2010
