,Username,Name,Country,Prize,Year
16,Xyp9x,Andreas Højsleth,Denmark,"$730,550.00",2018
17,dupreeh,Peter Rasmussen,Denmark,"$730,150.00",2018
18,gla1ve,Lukas Rossander,Denmark,"$730,150.00",2018
19,Magisk,Emil Reif,Denmark,"$728,400.00",2018
20,Noone,Vladimir Minenko,Ukraine,"$683,291.60",2018
21,MinD_ContRoL,Ivan Ivanov,Bulgaria,"$662,150.40",2018
22,Arteezy,Artour Babaev,Canada,"$652,575.80",2018
23,Cr1t,Andreas Nielsen,Denmark,"$648,575.80",2018
24,KuroKy,Kuro Takhasomi,Germany,"$647,150.40",2018
25,GH,Maroun Merhej,Lebanon,"$646,586.06",2018
26,SumaiL,Sumail Hassan,Pakistan,"$646,175.80",2018
27,Matumbaman,Lasse Urpalainen,Finland,"$646,150.40",2018
28,Miracle-,Amer Al-Barkawi,Jordan,"$640,150.40",2018
29,Fly,Tal Aizik,Israel,"$618,375.80",2018
30,s4,Gustav Magnusson,Sweden,"$605,375.80",2018
31,Tfue,Turner Tenney,United States,"$478,800.00",2018
32,Serral,Joona Sotala,Finland,"$478,538.25",2018
33,Duke,"Lee, Ho Seong","Korea, Republic of","$445,930.37",2018
34,JackeyLove,"Yu, Wen Bo",China,"$445,930.37",2018
35,Rookie,"Song, Eui Jin","Korea, Republic of","$445,930.37",2018
36,Ning,"Gao, Zhen Ning",China,"$445,930.37",2018
37,Baolan,"Wang, Liu Yi",China,"$445,930.37",2018
38,TheShy,"Kang, Seung-lok","Korea, Republic of","$433,768.37",2018
39,Puppey,Clement Ivanov,Estonia,"$423,352.27",2018
40,MidOne,"Zheng, Yeik Nai",Malaysia,"$423,052.27",2018
41,YapzOr,Yazied Jaradat,Jordan,"$419,356.27",2018
42,Cloakzy,Dennis Lepore,United States,"$417,025.00",2018
43,Bizzle,Timothy Miller,United States,"$379,275.00",2018
44,Maru,"Cho, Sung Choo","Korea, Republic of","$370,117.05",2018
45,FATA,Adrian Trinks,Germany,"$366,456.27",2018
46,Ace,Marcus Hoelgaard,Denmark,"$366,456.27",2018
47,Poach,Jake Brumleve,United States,"$343,850.00",2018
48,Nate Hill,Nate Hill,United States,"$340,825.00",2018
49,MSdossary7,Aldossary Mossad,Saudi Arabia,"$325,065.00",2018
50,Zai,Ludwig Wåhlberg,Sweden,"$308,376.80",2018
51,Gachikun,"Kanamori, Tsunehiro",Japan,"$284,614.10",2018
52,Lekr0,Jonas Olofsson,Sweden,"$280,450.00",2018
53,JW,Jesper Wecksell,Sweden,"$277,616.67",2018
54,72hrs,Thomas Mulligan,United States,"$275,825.00",2018
55,flusha,Robin Rönnquist,Sweden,"$274,766.67",2018
56,Stewie2k,Jakey Yip,United States,"$273,150.00",2018
57,KRiMZ,Freddy Johansson,Sweden,"$269,916.67",2018
58,tom60229,"Chen, Wei Lin","Taiwan, Republic of China","$267,800.00",2018
59,electroNic,Denis Sharipov,Russian Federation,"$261,950.00",2018
60,Vivid,Noah Wright,United States,"$261,850.00",2018
61,Mitr0,Dmitri Van de Vrie,Netherlands,"$258,264.47",2018
62,Golden,Maikil Selim,Sweden,"$251,916.67",2018
63,ppd,Peter Dager,United States,"$251,480.80",2018
64,tarik,Tarik Celik,United States,"$250,750.00",2018
65,Morgausse,Austin Etue,United States,"$244,000.00",2018
66,33,Neta Shapira,Israel,"$237,759.80",2018
67,s1mple,Alexander Kostylev,Ukraine,"$237,000.00",2018
68,Chap,Ryan Chaplo,United States,"$235,825.00",2018
69,Quinn,Quinn Callahan,United States,"$234,880.80",2018
70,flamie,Egor Vasilyev,Russian Federation,"$233,600.00",2018
71,Paparazi,"Zhang, Chengjun",China,"$233,171.16",2018
72,Edward,Ioann Sukharev,Ukraine,"$232,000.00",2018
73,Zeus,Daniil Teslenko,Ukraine,"$231,900.00",2018
74,Pajkatt,Per Anders Olsson-Lille,Sweden,"$229,080.80",2018
75,Ori,"Zeng, Jiaoyang",China,"$228,471.16",2018
76,Resolut1on,Roman Fominok,Ukraine,"$226,812.80",2018
77,Tokido,"Hajime, Taniguchi",Japan,"$225,598.00",2018
78,Thijs,Thijs Molendijk,Netherlands,"$220,600.00",2018
79,Rogue,"Lee, Byung Ryul","Korea, Republic of","$216,785.36",2018
80,Kinstaar,Duong Huynh,Switzerland,"$215,007.79",2018
81,Twistzz,Russel Van Dulken,Canada,"$211,900.00",2018
82,Fenrir,"Lu, Chao",China,"$210,415.08",2018
83,eLeVeN,Ren Yangwei,China,"$208,630.48",2018
84,iceiceice,"Koh, Daryl Pei Xiang",Singapore,"$208,196.60",2018
85,Jabz,Anucha Jirawong,Thailand,"$208,196.60",2018
86,ninjaboogie,Michael Ross,United States,"$207,872.26",2018
87,LaNm,"Zhang, Zhicheng",China,"$206,594.60",2018
88,MSS,Arif Anwar,United States,"$204,812.80",2018
89,xiaohu,"Li, Yuan Hao",China,"$204,744.74",2018
90,Karsa,"Hung, Hau Hsuan","Taiwan, Republic of China","$204,744.74",2018
91,Ming,"Shi, Sen Ming",China,"$204,744.74",2018
92,Moon,Kam Boon Seng,Malaysia,"$204,690.45",2018
93,nitr0,Nicholas Cannella,United States,"$204,600.00",2018
94,SVG,Avery Silverman,United States,"$204,312.80",2018
95,ELiGE,Jonathan Jablonowski,United States,"$203,900.00",2018
96,Caps,Rasmus Winther,Denmark,"$203,296.88",2018
97,sOAZ,Paul Boyer,France,"$203,296.88",2018
98,Hylissang,Zdravec Gulubov,Bulgaria,"$203,296.88",2018
99,Bwipo,Gabriël Rau,Belgium,"$203,296.88",2018
0,JerAx,Jesse Vainikka,Finland,"$3,163,536.20",2019
1,Ceb,Sébastien Debs,France,"$3,163,536.20",2019
2,Topson,Topias Taavitsainen,Finland,"$3,163,536.20",2019
3,N0tail,Johan Sundstein,Denmark,"$3,155,536.20",2019
4,ana,Anathan Pham,Australia,"$3,146,536.20",2019
5,Bugha,Kyle Giersdorf,United States,"$3,066,641.67",2019
6,Aqua,David Wang,Austria,"$1,823,020.21",2019
7,psalm,Harrison Chang,United States,"$1,822,700.00",2019
8,Nyhrox,Emil Bergquist Pedersen,Norway,"$1,518,686.19",2019
9,EpikWhale,Shane Cotton,United States,"$1,310,666.67",2019
10,Wolfiez,Jaden Ashman,United Kingdom,"$1,185,076.67",2019
11,Rojo,Dave Jong,Netherlands,"$1,179,143.33",2019
12,Kreo,Nate Kou,United States,"$1,082,425.00",2019
13,Ceice,Davis McClellan,United States,"$1,012,225.00",2019
14,k1nG,Thiago Lapp,Argentina,"$1,007,550.00",2019
15,sasamumu,- -,"Taiwan, Republic of China","$1,000,000.00",2019
16,KuroKy,Kuro Takhasomi,Germany,"$999,081.60",2019
17,MinD_ContRoL,Ivan Ivanov,Bulgaria,"$999,081.60",2019
18,GH,Maroun Merhej,Lebanon,"$999,081.60",2019
19,Miracle-,Amer Al-Barkawi,Jordan,"$991,081.60",2019
20,Zayt,Williams Aubin,Canada,"$962,550.00",2019
21,Elevate,Hayden Krueger,United States,"$959,025.00",2019
22,Saf,Rocco Morales,United States,"$954,225.00",2019
23,w33,Aliwi Omar,Romania,"$936,081.60",2019
24,Skite,Clément Danglot,France,"$732,118.28",2019
25,Crue,Theo Ferrer,Sweden,"$712,800.00",2019
26,Ame,"Wang, Chunyu",China,"$681,941.20",2019
27,fy,"Xu, Linsen",China,"$681,941.20",2019
28,xNova,"Yap, Jianwei",Malaysia,"$681,941.20",2019
29,Chalice,"Yang, Shenyi",China,"$681,941.20",2019
30,Somnus丶M,Lu Yao,China,"$669,941.20",2019
31,Puppey,Clement Ivanov,Estonia,"$626,760.80",2019
32,Zai,Ludwig Wåhlberg,Sweden,"$624,960.80",2019
33,MidOne,"Zheng, Yeik Nai",Malaysia,"$624,960.80",2019
34,Nisha,Michał Jankowski,Poland,"$624,960.80",2019
35,YapzOr,Yazied Jaradat,Jordan,"$620,960.80",2019
36,Mongraal,Kyle Jackson,United Kingdom,"$604,975.70",2019
37,Pio,"Cha, Seung Hoon","Korea, Republic of","$586,003.41",2019
38,Loki,"Bak, Jeong Yeong","Korea, Republic of","$575,353.31",2019
39,ESTH3R,"Go, Jeong","Korea, Republic of","$552,176.28",2019
40,Taemin,"Kang, Tae Min","Korea, Republic of","$552,176.28",2019
41,Arkhram,Diego Lima,United States,"$545,300.00",2019
42,Ori,"Zeng, Jiaoyang",China,"$506,933.50",2019
43,Paparazi,"Zhang, Chengjun",China,"$506,933.50",2019
44,Yang,"Zhou, Haiyang",China,"$506,933.50",2019
45,Dy,"Ding, Cong",China,"$506,933.50",2019
46,Stewie2k,Jakey Yip,United States,"$482,700.00",2019
47,Falconer,Brendan Falconer,United States,"$478,200.00",2019
48,Twistzz,Russel Van Dulken,Canada,"$477,850.00",2019
49,NAF,Keith Markovic,Canada,"$477,850.00",2019
50,ELiGE,Jonathan Jablonowski,United States,"$477,850.00",2019
51,nitr0,Nicholas Cannella,United States,"$477,850.00",2019
52,HuaHai,"Luo, Siyuan",China,"$475,717.32",2019
53,Alan,"Wang, Tianlong",China,"$475,717.32",2019
54,NuoYan,"Guo, Guixin",China,"$475,717.32",2019
55,Wuming,"Zhang, Cong",China,"$475,717.32",2019
56,Cat,"Chen, Zhengzheng",China,"$475,717.32",2019
57,stompy,Klaus Konstanzer,Austria,"$462,687.94",2019
58,Mitr0,Dmitri Van de Vrie,Netherlands,"$459,360.34",2019
59,Jinsoo,"Park, Jin Soo","Korea, Republic of","$450,254.94",2019
60,Dubs,Daniel Walsh,United States,"$439,816.67",2019
61,Fade,Pan Yi,China,"$432,550.60",2019
62,Nayte,Nathan Berquignol,France,"$432,145.10",2019
63,Xyp9x,Andreas Højsleth,Denmark,"$431,100.00",2019
64,dupreeh,Peter Rasmussen,Denmark,"$430,700.00",2019
65,gla1ve,Lukas Rossander,Denmark,"$430,700.00",2019
66,Magisk,Emil Reif,Denmark,"$430,700.00",2019
67,dev1ce,Nicolai Reedtz,Denmark,"$427,700.00",2019
68,BenjyFishy,Benjy David Fish,United Kingdom,"$393,736.39",2019
69,Tims,Timothy Randrup,Philippines,"$366,370.40",2019
70,Armel,Armel Paul Tabios,Philippines,"$366,370.40",2019
71,Gabbi,Khim Villafuerte,Philippines,"$366,370.40",2019
72,Arteezy,Artour Babaev,Canada,"$352,310.40",2019
73,Cr1t,Andreas Nielsen,Denmark,"$352,310.40",2019
74,Fly,Tal Aizik,Israel,"$351,310.40",2019
75,Riversan,River Handley,United States,"$342,025.00",2019
76,hiimtylerh,Tyler -,Canada,"$341,250.00",2019
77,Suezhoo,Stephan -,Belgium,"$341,250.00",2019
78,Zand,- -,Denmark,"$341,250.00",2019
79,Cizzorz,Jack -,United States,"$336,250.00",2019
80,Megga,Noam Ackenine,United States,"$322,416.67",2019
81,s4,Gustav Magnusson,Sweden,"$320,400.40",2019
82,ZexRow,Anthony Colandro,United States,"$312,650.00",2019
83,Clayster,James Eubanks,United States,"$311,375.00",2019
84,Andrea Mengucci,Andrea Mengucci,Italy,"$310,800.00",2019
85,Arcitys,Alec Sanderson,United States,"$310,114.00",2019
86,aBeZy,Tyler Pharris,United States,"$310,114.00",2019
87,Prestinni,Preston Sanderson,United States,"$305,875.00",2019
88,SumaiL,Sumail Hassan,Pakistan,"$305,310.40",2019
89,RAMZES666,Roman Kushnarev,Russian Federation,"$304,153.73",2019
90,Dark,"Park, Ryung Woo","Korea, Republic of","$295,487.95",2019
91,Tschiiinken,Thomas Hörak,Austria,"$288,912.94",2019
92,Simp,Christopher Lehr,United States,"$288,500.00",2019
93,Hunterace,Casper Notto,Norway,"$285,026.00",2019
94,Mo_aubameyang,Mohammed Harkous,Germany,"$277,000.00",2019
95,Solo,Aleksey Berezin,Russian Federation,"$276,553.73",2019
96,Eyyou,Nico Barcelon,Philippines,"$274,720.40",2019
97,Last Guardian,"Wu, Huai-Yong","Taiwan, Republic of China","$274,032.86",2019
98,RodjER,Vladimir Nikogosyan,Russian Federation,"$268,153.73",2019
99,ubah,Ivan Kapustin,Russian Federation,"$268,125.00",2019
0,DrNykterstein,Sven Magnus Carlsen,Norway,"$510,586.52",2020
1,Adou,"Jiang, Tao",China,"$483,304.97",2020
2,NuanYang,"Lin, Heng",China,"$483,304.97",2020
3,ShenRen,"Ma, Tengfei",China,"$483,304.97",2020
4,QianShi,"Zhou, Kuan",China,"$483,304.97",2020
5,ShiJiu,"Chen, Runzhi",China,"$470,854.73",2020
6,Clayster,James Eubanks,United States,"$383,950.00",2020
7,C6,Ian Porter,United States,"$368,200.00",2020
8,iLLeY,Indervir Dhaliwal,Canada,"$358,625.00",2020
9,Shotzzy,Anthony Cuevas-Castro,United States,"$351,625.00",2020
10,Huke,Cuyler Garland,Saudi Arabia,"$347,375.00",2020
11,Hikaru,Hikaru Nakamura,United States,"$329,644.58",2020
12,PVDDR,Paulo Damo da Rosa,Brazil,"$300,000.00",2020
13,paraboy,"Zhu, Bocheng",China,"$292,409.81",2020
14,YZ,"Liu, Tianhao",China,"$256,565.53",2020
15,XingY,"Li, Yuhao",China,"$256,565.53",2020
16,Cellium,McArthur Jovel,United States,"$256,550.00",2020
17,Simp,Christopher Lehr,United States,"$250,708.33",2020
18,Priestahh,Preston Greiner,United States,"$249,212.51",2020
19,GMWSO,Wesley So,United States,"$246,180.48",2020
20,QingQ,"Wu, Jinxiang",China,"$244,218.40",2020
21,aBeZy,Tyler Pharris,United States,"$243,025.01",2020
22,MajorManiak,Michael Szymaniak,United States,"$228,833.33",2020
23,Canadian,Troy Jaroslawski,Canada,"$225,200.00",2020
24,Bosco,Dylan Bosco,United States,"$225,200.00",2020
25,Rampy,Nathanial Duvall,United States,"$225,200.00",2020
26,Fultz,Alec Fultz,United States,"$225,200.00",2020
27,Thinkingnade,Javier Escamila,United States,"$224,200.00",2020
28,TaySon,Tai Starčič,Slovenia,"$216,125.12",2020
29,Order,"Zeng, Zehai",China,"$213,883.41",2020
30,Jimmy,"Xu, Yinjun","Taiwan, Republic of China","$212,812.26",2020
31,coolboy,"Zeng, Ronghua",China,"$212,812.26",2020
32,glory,Sato Kenta,Japan,"$211,750.00",2020
33,33Svan,"Wu, Hongsen",China,"$209,015.47",2020
34,Rogue,"Lee, Byung Ryul","Korea, Republic of","$207,558.24",2020
35,Matumbaman,Lasse Urpalainen,Finland,"$203,588.00",2020
36,Puppey,Clement Ivanov,Estonia,"$203,588.00",2020
37,Zai,Ludwig Wåhlberg,Sweden,"$203,588.00",2020
38,YapzOr,Yazied Jaradat,Jordan,"$203,588.00",2020
39,Nisha,Michał Jankowski,Poland,"$203,588.00",2020
40,King,"Lin, Yien","Taiwan, Republic of China","$201,132.56",2020
41,Suk,"Feng, Shujie",China,"$196,516.12",2020
42,Hasaki,"Wu, Chunjian",China,"$196,516.12",2020
43,Xinhe,"Li, He",China,"$196,516.12",2020
44,Zayt,Williams Aubin,Canada,"$191,114.76",2020
45,QingChen,"Zhang, Youquan",China,"$186,618.12",2020
46,JannisZ,Jannis Matwin,Germany,"$185,525.12",2020
47,Scump,Seth Abner,United States,"$174,125.00",2020
48,Bubzkji,Lucas Andersen,Denmark,"$174,100.00",2020
49,Yinuo,"Xu, Bicheng",China,"$169,341.26",2020
50,Ice,"Tang, Tian",China,"$169,341.26",2020
51,Six,"Xu, Yiran",China,"$169,341.26",2020
52,Envoy,Dylan Hannon,United States,"$168,033.33",2020
53,smurf,"Yoo, Myeong Hwan","Korea, Republic of","$164,277.78",2020
54,Moth,Grant Espe,United States,"$164,277.78",2020
55,ChoiHyoBin,"Choi, Hyo Bin","Korea, Republic of","$164,277.78",2020
56,super,Matthew DeLisi,United States,"$164,277.78",2020
57,Rascal,"Kim, Dong Jun","Korea, Republic of","$164,277.78",2020
58,Viol2t,"Park, Min Ki","Korea, Republic of","$164,277.78",2020
59,Striker,"Kwon, Nam Joo","Korea, Republic of","$164,277.78",2020
60,Twilight,"Lee, Joo Seok","Korea, Republic of","$164,277.78",2020
61,ANS,"Lee, Seon Chang","Korea, Republic of","$164,277.78",2020
62,FabianoCaruana,Fabiano Caruana,United States,"$164,135.17",2020
63,Arcitys,Alec Sanderson,United States,"$164,091.66",2020
64,Wolfiez,Jaden Ashman,United Kingdom,"$163,751.40",2020
65,ta1yo,Sean Henderson,Japan,"$162,623.51",2020
66,JiuC,"Cao, Zhishun",China,"$159,751.93",2020
67,XiangJun,"Ceng, Xiangjun",China,"$159,751.93",2020
68,XiaoYing,"Tang, Jiajie",China,"$158,966.06",2020
69,Qinian,"Wen, Zheng",China,"$158,966.06",2020
70,JackeyLove,"Yu, Wen Bo",China,"$157,128.01",2020
71,Karsa,"Hung, Hau Hsuan","Taiwan, Republic of China","$157,128.01",2020
72,Knight,"Zhuo, Ding",China,"$157,128.01",2020
73,369,"Bai, Jia Hao",China,"$157,128.01",2020
74,yuyanjia,"Liang, Jia Yuan",China,"$157,128.01",2020
75,FormaL,Matthew Piper,United States,"$155,650.00",2020
76,Beizhai,"Shu, Zhiqi",China,"$152,172.00",2020
77,Marcio Carvalho,Marcio Carvalho,Portugal,"$150,000.00",2020
78,Nuguri,"Jang, Ha Gwon","Korea, Republic of","$148,539.31",2020
79,ShowMaker,"Heo, Su","Korea, Republic of","$148,182.22",2020
80,Canyon,"Kim, Geon Bu","Korea, Republic of","$142,709.61",2020
81,BeryL,"Cho, Geon Hee","Korea, Republic of","$142,709.61",2020
82,Prestinni,Preston Sanderson,United States,"$142,000.00",2020
83,Furious,- -,United States,"$141,508.34",2020
84,Ghost,"Jang, Yong Jun","Korea, Republic of","$139,653.09",2020
85,YEKINDAR,Mareks Gaļinskis,Latvia,"$137,100.00",2020
86,Andilex,Alexandre Christophe,France,"$135,300.00",2020
87,HusKerrs,Jordan Thomas,United States,"$134,545.01",2020
88,sjuush,Rasmus Beck,Denmark,"$128,700.00",2020
89,acoR,Frederik Gyldstrand,Denmark,"$128,700.00",2020
90,roejJ,Fredrik Jørgensen,Denmark,"$128,700.00",2020
91,Qikert,Alexey Golubev,Kazakhstan,"$128,100.00",2020
92,Jame,Ali Dzhami,Russian Federation,"$128,100.00",2020
93,SANJI,Sanjar Kuliev,Uzbekistan,"$128,100.00",2020
94,Buster,Timur Tulepov,Kazakhstan,"$126,850.00",2020
95,Rush,Will Wierzba,United States,"$125,400.00",2020
96,k0nfig,Kristian Wienecke,Denmark,"$125,400.00",2020
97,blameF,Benjamin Bremer,Denmark,"$125,400.00",2020
98,Htag,- -,Canada,"$125,000.00",2020
99,Aydan,Aydan Conrad,United States,"$124,170.84",2020
0,Mira,Miroslaw Kolpakov,Ukraine,"$3,696,652.43",2021
1,Miposhka,Yaroslav Naidenov,Russian Federation,"$3,695,573.33",2021
2,TORONTOTOKYO,Alexander Khertek,Russian Federation,"$3,695,573.33",2021
3,Collapse,Magomed Khalilov,Russian Federation,"$3,695,573.33",2021
4,Yatoro,Ilya Mulyarchuk,Ukraine,"$3,695,573.33",2021
5,kakip,- -,Japan,"$1,228,551.54",2021
6,Ame,"Wang, Chunyu",China,"$1,158,680.00",2021
7,y`,Zhang Yiping,China,"$1,158,680.00",2021
8,Faith_bian,Zhang Ruida,China,"$1,158,680.00",2021
9,XinQ,"Zhao, Zixing",China,"$1,158,680.00",2021
10,NothingToSay,"Cheng, Jin Xiang",Malaysia,"$1,118,780.00",2021
11,s1mple,Alexander Kostylev,Ukraine,"$832,750.00",2021
12,B1t,Valeriy Vakhovskiy,Ukraine,"$832,287.50",2021
13,electroNic,Denis Sharipov,Russian Federation,"$832,100.00",2021
14,Boombl4,Kirill Mikhailov,Russian Federation,"$832,100.00",2021
15,Perfecto,Ilya Zalutskiy,Russian Federation,"$832,100.00",2021
16,Puppey,Clement Ivanov,Estonia,"$746,600.00",2021
17,YapzOr,Yazied Jaradat,Jordan,"$746,600.00",2021
18,Nisha,Michał Jankowski,Poland,"$746,600.00",2021
19,Matumbaman,Lasse Urpalainen,Finland,"$744,280.00",2021
20,Zai,Ludwig Wåhlberg,Sweden,"$744,280.00",2021
21,Fly,"Peng, Yunfei",China,"$687,009.75",2021
22,1dao,"Zhong, Letian",China,"$687,009.75",2021
23,Cyq,"Cai, Youqi",China,"$687,009.75",2021
24,fanfan,"Fan, Yang",China,"$687,009.75",2021
25,XiaoPang,"Li, Daheng",China,"$667,089.89",2021
26,flyfly,"Jin, Zhiyi",China,"$544,722.11",2021
27,JT-,"Jun Wen, Thiay",Malaysia,"$544,722.11",2021
28,Oli,"Chan, Chon Kien",Malaysia,"$544,722.11",2021
29,Emo,"Zhou, Yi",China,"$544,722.11",2021
30,KaKa,"Hu, Liangzhi",China,"$541,116.40",2021
31,aBeZy,Tyler Pharris,United States,"$515,916.67",2021
32,Simp,Christopher Lehr,United States,"$498,500.00",2021
33,Cellium,McArthur Jovel,United States,"$490,100.00",2021
34,Arcitys,Alec Sanderson,United States,"$485,850.00",2021
35,paraboy,"Zhu, Bocheng",China,"$483,984.81",2021
36,Order,"Zeng, Zehai",China,"$456,454.81",2021
37,TaySon,Tai Starčič,Slovenia,"$454,248.54",2021
38,Jimmy,"Xu, Yinjun","Taiwan, Republic of China","$424,681.31",2021
39,MMing,"Ming, Ming",China,"$417,226.60",2021
40,negima,- -,Japan,"$409,517.18",2021
41,QingRong,"Huang, Yaoqin",China,"$398,061.44",2021
42,ZpYan1,"Pinyan, Zhou",China,"$393,670.20",2021
43,Nannnnn,"Nanjiang, Li",China,"$393,352.42",2021
44,HS,Wang Yanwen,China,"$389,525.67",2021
45,TGLTN,James Giezen,Australia,"$379,728.00",2021
46,hwinn,Hunter Winn,United States,"$364,478.00",2021
47,Shrimzy,Tristan Nowicky,United States,"$364,478.00",2021
48,M1ME,Austin Scherff,United States,"$364,228.00",2021
49,Chapix,Moussa Faour,Sweden,"$353,800.00",2021
50,Hen,Henrik Mclean,Lithuania,"$351,000.00",2021
51,ZiYang,"Xiang, Yang",China,"$347,673.44",2021
52,Ax1Le,Sergey Rykhtorov,Russian Federation,"$337,057.08",2021
53,HObbit,Abay Khasenov,Kazakhstan,"$335,697.08",2021
54,nafany,Vladislav Gorshkov,Russian Federation,"$335,697.08",2021
55,sh1ro,Dmitry Sokolov,Russian Federation,"$335,697.08",2021
56,interz,Timofey Yakushin,Russian Federation,"$335,697.08",2021
57,Setty,Iwa Zając,Poland,"$335,470.59",2021
58,teeq,Maciej Radzio,Poland,"$327,970.59",2021
59,Kami,Michał Kamiński,Poland,"$324,470.59",2021
60,gpk,Danil Skutin,Russian Federation,"$320,620.00",2021
61,DM,Dmitrii Dorokhin,Russian Federation,"$320,620.00",2021
62,Nightfall,Egor Grigorenko,Russian Federation,"$320,620.00",2021
63,Save-,Vitalie Melnic,"Moldova, Republic of","$320,620.00",2021
64,illias,Illias Ganeev,Russian Federation,"$320,620.00",2021
65,Dy,"Ding, Cong",China,"$319,966.15",2021
66,pyw,"Xiong, Jiahan",China,"$319,966.15",2021
67,HuaHai,"Luo, Siyuan",China,"$318,697.59",2021
68,poyoyo,"Yang, Shaohan",China,"$317,820.31",2021
69,Ori,"Zeng, Jiaoyang",China,"$315,939.07",2021
70,eLeVeN,Ren Yangwei,China,"$314,214.60",2021
71,King,"Lin, Yien","Taiwan, Republic of China","$308,720.30",2021
72,Pio,"Cha, Seung Hoon","Korea, Republic of","$306,985.60",2021
73,Inonix,"Na, Hee","Korea, Republic of","$304,569.50",2021
74,DrNykterstein,Sven Magnus Carlsen,Norway,"$303,946.64",2021
75,ESTH3R,"Go, Jeong","Korea, Republic of","$295,169.50",2021
76,Insight,Jamie Craven,United Kingdom,"$294,250.00",2021
77,Cammy,Cameron McKilligan,United Kingdom,"$291,000.00",2021
78,Kickstart,Matt Smith,United States,"$288,257.75",2021
79,Beizhai,"Shu, Zhiqi",China,"$286,699.00",2021
80,CleanX,Tobias Jønsson,Denmark,"$286,000.00",2021
81,Bance,Ben Bance,United Kingdom,"$285,000.00",2021
82,Tommey,Thomas Trewren,United Kingdom,"$282,603.15",2021
83,QingF,"Zhou, Du",China,"$280,888.59",2021
84,PengP,"Jiapeng, Lu",China,"$280,888.59",2021
85,BaiShou,"Qingyou, Fang",China,"$280,888.59",2021
86,AGai,"Tingpu, Yang",China,"$280,888.59",2021
87,Roth,Dylan Short,United States,"$277,747.50",2021
88,Shinboi,Nolan Burdick,Canada,"$276,070.25",2021
89,Poonage,Brent Mullany,United States,"$276,070.25",2021
90,Ming,"Chen, Haoming",China,"$272,282.08",2021
91,KuKU,Kuku Palad,Philippines,"$271,880.00",2021
92,Xepher,Kenny Deo,Indonesia,"$271,880.00",2021
93,Karl,Karl Jayme,Philippines,"$271,880.00",2021
94,Whitemon,Matthew Filemon,Indonesia,"$271,880.00",2021
95,Z9,"Chen, Zixuan",China,"$271,248.00",2021
96,Broncho,"Zhiwei, Zeng",China,"$271,248.00",2021
97,23savage,Nuengnara Teeramahanon,Thailand,"$270,646.67",2021
98,MengLan,"Junlan, Peng",China,"$268,138.73",2021
99,QingQ,"Wu, Jinxiang",China,"$262,988.78",2021
